aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.5173131736092481,22.457953700843838,0.02,2.303576503058313,0.044026716572018586,6.530071185552277,0.8881850538887399,0.9735587066702437,0.7355420508298471,0.5354092455576421,0.5354092455576421,0.10318505388873984,5.815569413050264,1.47909252694437,0.002453736527815038,15.977809548453875,0.7443416050093896,0.04181494611126015,0.4027758083310977,0.05272241916689023,1.0
3.5533582065767764,17.162549719927554,0.01,1.245348278526865,0.028096841252729345,1.2160281825934132,0.6859908727282489,1.1882421137344878,0.9831260208921995,0.2988930344294627,0.007,0.12146517214731348,1.5154312247507846,1.4147346676970545,0.0016297678143154233,15.977809548453875,4.505721377178508,0.06370232185684577,0.05148839071577117,0.06,1.0
0.059948843025049325,0.6199805189836791,0.04492326453757399,0.5380560349518744,0.025025578487475338,0.06964190117534527,0.029948843025049326,0.09969305815029597,1.204923264537574,0.01492326453757399,0.003497442151252466,0.10960487179864889,3.3320657600143475,0.8157417761367848,0.008751278924373766,0.3127941526059664,0.2597442151252466,0.07248721075626234,0.050051156974950675,0.052538367731213,1.0
2.1181107671542456,2.110300471063559,0.04690985868093234,2.6477680686394085,0.012607916805015565,3.7841643674385463,0.3917596231491529,1.6842488223411027,1.352617833107629,0.8789267496614436,0.8523515343174617,0.03633051816991478,9.168711709281363,1.7404291049792382,0.006793990578728822,15.977809548453875,6.054549293404662,0.04618028263813534,0.1817596231491529,0.07175962314915289,1.0
4.109930652640742,23.671588842098608,0.7430775157893954,1.1785113263092108,0.08615503157879073,0.9192441052613958,0.6130736631583255,1.1868955157931156,1.2499768842135808,0.0,0.09386423157655877,0.041692248421060465,13.168653873658798,2.040763600000744,0.0023848821052279154,48.15012713682531,1.5561010947438123,0.06384496842120926,0.03307751578939537,0.02,1.0
0.4597810545213703,9.420547363696574,0.02634373222921548,3.1051724347797127,0.03652648349484945,3.5937657405100993,0.807952920635978,1.0355938743954916,0.8280788447167731,0.08989052726068515,0.004903119668764644,0.11968746445843097,15.20979750586285,1.4605473636965742,0.006,15.998319465062767,2.6111111787346286,0.01828133885392259,0.18032841821794454,0.020968803312353554,1.0
0.039125837630267224,24.126848840371533,0.3974303801427286,0.48051452934981764,0.04956291881513362,2.922541333518369,0.6698942654961462,0.5459605348323486,0.6436552512347118,0.13,0.001305956829406471,0.11192985825554992,7.445749065824641,1.409178704882194,0.003,27.4293901738899,2.3955763208994094,0.020874162369732774,0.06087416236973277,0.019125837630267227,1.0
1.7952944289552062,3.2943964814453937,0.036233235595705376,2.1755102624509357,0.006130029321288388,4.156956208740475,0.3730961882325097,1.600227371338028,0.9835917900392516,0.2141691101073656,0.0033766764404294623,0.1199597654296929,7.873848482665667,1.128699706787116,0.006246647119141075,12.843857403868869,5.322104984619026,0.07753352880858926,0.33076383227545586,0.08,1.0
3.3021014082799294,3.437721371884855,0.02982278016478491,2.4028355173634415,0.004643037355304655,1.833038578577962,0.325367054541756,0.8155190446343195,0.4588862215034062,0.05088609917607545,0.0003392406611738363,0.16653418247991045,6.14800012232733,1.4860507041399647,0.008982278016478492,31.73992369913539,0.9855442743769711,0.047139252893906906,0.42321518677652326,0.013215186776523273,1.0
3.290789127806105,15.524535007442772,0.01,2.186254120363333,0.003686215023995987,0.7581160725461115,0.3681490354527769,0.7818509645472231,0.2993097609138913,0.30746978400222336,0.05151353634905738,0.031557486891277964,3.7113145523588864,1.7512815894522211,0.001,15.977809548453875,3.7356407947261103,0.0681270601816666,0.044972530911112134,0.057502746908888784,1.0
0.9603922748990956,1.5798649071334525,0.03513826345895117,2.1575819747645566,0.003541479037685351,3.005138263458951,0.421498382570705,1.1624437113056052,0.35933119818300197,0.1561286231493672,0.003972347308209766,0.12306237708614821,15.797189699865461,1.3337556288694394,0.004917041924629298,14.83310230882157,5.395620600269078,0.03,0.290160778936709,0.01972347308209766,1.0
2.122850347887106,22.35484184560761,0.031090136156409286,1.607947261879649,0.005109013615640929,5.728178547869455,0.6553044175872191,1.817527201297527,1.2411751589513877,0.8593299244257127,0.8380722693757316,0.11535442058565228,7.740858850166604,1.4833129198667172,0.0075639455374362854,24.22266157329479,0.8380085022794979,0.07,0.3698112254076836,0.03545068078204643,1.0
3.596658416570938,12.90920840951491,0.04248539820927426,3.2763464585326667,0.0032485398209274262,3.592400881250818,0.4545035391153248,0.8753535367633163,1.4477482304423377,0.18035044297741776,0.002254380537217722,0.023479557492983964,3.643069469838304,1.4881570805826583,0.007502920358145148,5.4913433647467675,5.950149111693156,0.03502920358145148,0.11231017672056538,0.07497079641854852,1.0
3.3159056539979037,11.399995002165875,0.026338852435345627,3.189011559471912,0.015320057734606023,6.842955325916014,0.49759491834050684,1.2354674577263367,0.2720098307970219,0.019016557306036883,0.002535540974138251,0.09280331146120738,7.390764344558179,1.7514751640409447,0.0028524835959055322,3.6084763087177656,2.918262208416107,0.05366114756465437,0.26344204942887095,0.03732229512930875,1.0
0.07044131617458421,28.14779341912708,0.0195586838254158,0.36647137057767154,0.01,0.11279436911425156,0.07,0.425883582336341,0.2669088868035655,0.0,0.005808826323491684,0.0690736160282422,7.492796269088597,0.7367643147111642,0.0019558683825415795,2.18103100439026,1.9041240175610394,0.06,0.019117367650831593,0.008088263234916841,1.0
4.228017969419651,9.776499211701907,0.02249022699208207,1.4988721625989743,0.044026716572018586,6.903383512203077,0.7890676227573328,0.6435789723614362,0.0611278374010259,0.15353988032976446,0.06686650394057075,0.14260301073218468,14.073723677453215,1.5864601196702355,0.001996090796832827,15.977809548453875,0.9015969417810865,0.009960907968328284,0.07124511349604104,0.054980453984164145,1.0
3.4985156438106992,19.095560628569356,0.03092601047615591,3.8423452844446055,0.017501800926689504,5.329148203169534,0.4275941990469623,0.9745044536514965,0.37444393714306456,0.5311121257138709,0.4479338884119668,0.044,0.9801164673044448,1.479134506032276,0.001,15.977809548453875,7.830246631746147,0.06790134730154121,0.19629595809537637,0.04395067365077061,1.0
0.7947765841632397,29.38457247645905,0.035760943637337214,1.352610572145876,0.002858698121244574,2.371195281813314,0.09619414604080989,1.2932637830685971,1.4105443424356008,0.028260375751085226,0.0011304150300434088,0.0786196417585818,3.572617386780901,1.4039124509013023,0.008858698121244573,28.906513936867146,1.4658607259444256,0.06858698121244575,0.4113041503004341,0.054347924849782944,1.0
3.9574713963893213,4.312707406471356,0.047144618747395825,1.7757724186640622,0.03788383257897582,4.661359868851563,0.35569226565755224,0.8543138999583332,0.7503202846869309,0.2571692812109373,0.0017144618747395822,0.11658279092070306,5.851045422441409,1.4043015687265623,0.0038572309373697913,36.574252243799485,6.342738234550782,0.03714461874739582,0.15000616561588537,0.03857230937369791,1.0
2.2057483189390914,14.541340167853077,0.027060471488453794,1.5582885781266727,0.006587905702309241,5.279729185397427,0.37233481362700827,0.675321034311412,0.8141209429769076,0.2217487756116133,0.0007646509503848735,0.16881951937809575,2.22573898050452,1.395888395457664,0.002353490496151265,29.38456690447373,7.428251224388387,0.08,0.11353490496151264,0.06823254751924368,1.0
2.603594879477267,26.900166332257612,0.03706609771969637,0.707151439765241,0.012431638409140078,1.1570064430190166,0.8809296351780265,1.8790703648219738,0.25413219543939275,0.5059914657954456,0.47049124820377164,0.02356204820909307,1.9673774267235313,1.3338848729697161,0.008,12.173938879968405,1.4881620651553336,0.03880170684091089,0.17533048859848185,0.04706609771969637,1.0
4.3629679629276055,25.29470935525012,0.0037870943778934383,1.488773429394908,0.0029290314592978132,3.2109033110082335,0.49909668899176673,0.14238708612397086,1.1629679629276048,0.45522582775205833,0.006619354306198542,0.17301936256012113,10.879870778700482,1.419290314592978,0.005929031459297813,9.792516307423488,3.6678073648695007,0.015483857654963552,0.2630967715309927,0.05619354306198542,1.0
3.1250721937417065,24.080208663249007,0.04835072193741707,2.8762560161451423,0.009980602443637444,4.0698475392143605,0.5770425399800237,0.9469382083555213,1.0504173264980095,0.7521990374167773,0.7521990374167773,0.085,5.982720695539289,1.3376966309587204,0.008890048129161138,15.977809548453875,1.7860473528961374,0.05054975935419431,0.40405697872836494,0.013848315479360176,1.0
1.2153962600753185,9.2177778335137,0.5550799542876963,3.24143064958228,0.07079372404657844,0.8361912883425002,0.5219048574520588,1.1569838084931372,1.1042854276438234,0.2934924058698775,0.004095242872602943,0.09834929074931865,8.413176100082255,1.8198410946712253,0.006952378563698529,12.098891675685051,5.0799979935067645,0.03587297606164215,0.14206326115752446,0.032698380849313716,1.0
3.8285686102211063,17.047538719685807,0.010616888624127185,0.6407724179014748,0.003673532603568664,5.8645415801629115,0.49424306997284806,1.3814933412761845,0.09627187529480181,0.27907309851823037,0.21691346548525892,0.05054994573933271,13.745066982401088,1.6072502713033363,0.009,26.675931932385566,6.614572555911558,0.06,0.16688980961598157,0.03331616849107834,1.0
0.13984937746798387,9.715028965871541,0.10038471583126458,1.8094554416150186,0.0259721927633201,1.886094909944271,0.41008110444031637,0.21523752014664083,0.6056893877426892,0.4299188955596836,0.253714975824031,0.10194670279636352,8.842920250423315,1.8094554416150186,0.006499420682569168,37.22914261020237,2.576558363888936,0.06,0.05505213856877482,0.02,1.0
0.08897024523138411,11.867156304188818,0.03354274956648946,1.4943081099760969,0.006354274956648947,3.6840007332286686,0.5874350260106322,0.16462448352659959,0.6855502799122271,0.6164572504335105,0.6164572504335105,0.07727917166196888,17.771974377018587,1.853944255635637,0.0027713747832447317,48.76389227644414,3.9761785286116953,0.06354274956648946,0.059371751300531614,0.023542749566489465,1.0
0.29933386757868646,17.466150797851483,0.025105704087285036,2.156745100797292,0.0015105704087285034,4.390474685035693,0.13126844904742044,0.6751057040872851,0.7335301231724846,0.6763741531347054,0.6763741531347054,0.1245317112261855,2.3762903765505485,1.3574950098027625,0.0035739928610995252,4.314631019051592,1.2849780724968718,0.019788591825429927,0.23869964305497623,0.045739928610995254,1.0
0.047600941165380606,7.919145412407925,0.0023990588346193965,1.8660329407883212,0.044798117669238795,0.11439435300771639,0.0288004705826903,0.032399058834619396,1.29083105845756,0.0,0.0,0.18680399995286756,14.01170917518415,1.0,0.0045201882330761205,4.003030119648801,2.082018823307612,0.07920423524421272,0.0576009411653806,0.033598588251929094,1.0
1.149093212876203,9.554926279594532,0.02,2.5860320223260107,0.0076879359553479795,0.5949651235721616,0.6615551687435856,0.5932601461578736,0.9923327531153784,0.0,0.0,0.11173779325025658,13.32438649480805,1.5911366516095253,0.007191423598131814,32.60792565238863,5.558375078400738,0.047517438213919176,0.4475174382139192,0.015603202232601032,1.0
4.455988705359515,25.159100803030107,0.0027784357250173067,1.1671233923110749,0.0025928119083391027,3.2467667297771623,0.4632332702228376,0.1379041587778547,1.255988705359515,0.4641916824442906,0.006395207938892735,0.17626948488605534,10.80029881830692,1.415928119083391,0.005592811908339103,9.867605340470934,4.05221838479896,0.009880198472318372,0.2619760396944637,0.05395207938892735,1.0
2.153623385276707,23.907177724733934,0.03,3.5627716390780897,0.007861418046095518,6.45540055500532,0.6662523012039381,1.4652762414859657,0.42521178837302054,0.0,0.0,0.1583324122050021,8.20445672184382,1.8820948425868034,0.005861418046095517,1.6291666634328865,3.258015654007583,0.06277163907808965,0.0955432781561793,0.060299263226686224,1.0
1.8675509303158355,28.733730003271557,0.12489699640128729,1.0364529872409276,0.008901599738275439,6.479793992802574,0.41,0.13,0.82,0.0659040157034737,0.001098400261724562,0.088,16.595651975136168,2.0152859941111974,0.0,29.73615491330374,2.48,0.05,0.1,0.02,1.0
0.07237579036513508,9.425714807715885,0.04,3.2090586970815638,0.005905801966809593,7.494761324760128,0.46619215819563015,1.8200036540111966,0.8885703845682296,0.012855576852344341,0.000380905980810203,0.07347601067563952,2.823804187793173,1.191427179424306,0.008904773504797448,15.522750064336789,4.578572820575694,0.09571480771588523,0.3909522649520255,0.06047613247601275,1.0
0.748957939313151,15.84280123972589,0.023152904713944374,3.50918807121275,0.0063288226178486095,7.102381486956179,0.26373470160159607,1.354275987459763,0.5291880712127497,0.0,0.0,0.0978511463890041,1.1642621990836757,1.5793233926772914,0.0046847095286055625,18.50630580942789,3.3093639037067764,0.02986467853545828,0.3428822617848609,0.05342354764302781,1.0
1.4476109369632386,16.61738824323843,0.0398694121619216,1.9319219752164847,0.00436380382888496,2.4622752567793693,0.3192348941488752,0.7224443265687984,1.0558580315361823,0.1148133288315552,0.00135074504507712,0.13292348941488752,0.449496069825032,1.6218282297330977,0.01,28.091603896411634,7.315690601343413,0.0698694121619216,0.2777984279300128,0.046884313063464,1.0
4.3491248298621,16.592847677653076,0.015284677773176943,1.2525543044180472,0.007,4.343138801084838,0.4215326726429589,1.4340148711440452,1.390292023353069,0.13153267264295898,0.13153267264295898,0.07053285262722025,14.646349258125985,1.1094159532938621,0.0027445245621299567,10.952993239368958,2.5681762039252782,0.017372239783032324,0.1568611989151616,0.017518251459566814,1.0
0.13683623642465184,1.1825435463697775,0.09017720491587733,3.05913688089429,0.018548731351866257,3.015841723350417,0.37683623642465186,1.0380965568727023,0.16573021541880215,0.7569905358668527,0.7558622132746801,0.13792025778785522,3.5242239736338448,1.0419691401115598,0.0003761075307242331,39.135533124466015,0.5643155955285508,0.05683623642465185,0.22486709631309204,0.011880537653621166,1.0
0.2832379019949942,8.021029511650525,0.038914994044518605,3.3429816930322707,0.007117210995176232,3.183020071465777,0.47480991662326044,1.4362922052036708,0.621230226308293,0.7685348272910395,0.7567625126740664,0.11958949225787419,1.8810850059554813,1.785044863023928,0.001,16.69865094104307,6.987757377912631,0.07620247915581511,0.12681759230996165,0.07,1.0
2.083003204508696,7.580797267817708,0.030612413559135323,3.432457918634172,0.0038775172881729356,6.568708045197117,0.5228606847418418,0.5782216226095749,1.1165351660966538,0.0,0.0,0.05202685107384465,4.987063923175916,1.4643540225985587,0.0054354022598558874,33.40388412880628,1.9047485243085975,0.07938758644086469,0.022516781921152904,0.0031291954802882263,1.0
0.9676305463594274,6.5300954518186085,0.037170129091031096,1.7501122936432565,0.044026716572018586,3.6675519363654665,0.1327344190903601,1.1181246472771194,1.4687759681827333,0.881049970004697,0.8503458706423843,0.03919708045414896,1.6252779345435027,1.0581078054524715,0.0018585064545515546,15.977809548453875,7.072178550003355,0.0014149354544844544,0.4371701290910311,0.03565974181793782,1.0
